Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,Region,EnglishOccupation
45,30000,0-1 Miles,1,0,2,Europe,Manual
45,40000,0-1 Miles,1,0,0,Europe,Professional
45,40000,0-1 Miles,0,0,0,Europe,Professional
46,30000,0-1 Miles,1,1,2,Europe,Clerical
35,30000,0-1 Miles,1,2,2,Europe,Clerical
46,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
47,30000,0-1 Miles,1,2,2,Europe,Clerical
41,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
48,30000,0-1 Miles,0,0,3,Europe,Clerical
48,30000,0-1 Miles,1,0,3,Europe,Clerical
34,20000,2-5 Miles,0,1,0,Europe,Manual
32,30000,0-1 Miles,1,1,3,Europe,Clerical
32,30000,0-1 Miles,1,2,3,Europe,Clerical
32,30000,0-1 Miles,0,2,3,Europe,Clerical
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
42,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
48,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
43,40000,0-1 Miles,1,0,0,Europe,Skilled Manual
43,30000,0-1 Miles,0,1,0,Europe,Clerical
33,30000,0-1 Miles,1,3,3,Europe,Clerical
34,30000,2-5 Miles,1,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,2-5 Miles,0,1,0,Europe,Clerical
34,30000,0-1 Miles,0,1,0,Europe,Clerical
34,30000,0-1 Miles,0,1,0,Europe,Clerical
35,20000,2-5 Miles,0,1,0,Europe,Manual
35,20000,2-5 Miles,0,1,0,Europe,Manual
35,20000,2-5 Miles,1,1,0,Europe,Manual
36,10000,0-1 Miles,1,2,0,Europe,Manual
35,20000,5-10 Miles,0,1,0,Europe,Manual
35,20000,5-10 Miles,0,1,0,Europe,Manual
35,30000,0-1 Miles,0,1,0,Europe,Clerical
35,30000,0-1 Miles,0,1,0,Europe,Clerical
35,30000,0-1 Miles,0,1,0,Europe,Clerical
37,10000,0-1 Miles,1,2,0,Europe,Manual
37,10000,0-1 Miles,1,2,0,Europe,Manual
37,20000,5-10 Miles,0,1,0,Europe,Manual
31,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
36,40000,0-1 Miles,0,0,1,Europe,Skilled Manual
36,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
35,40000,0-1 Miles,0,0,1,Europe,Skilled Manual
38,10000,1-2 Miles,1,2,0,Europe,Manual
32,10000,0-1 Miles,0,0,0,Europe,Manual
43,20000,0-1 Miles,1,0,0,Europe,Clerical
49,20000,0-1 Miles,1,0,0,Europe,Clerical
50,10000,0-1 Miles,1,0,0,Europe,Manual
45,10000,0-1 Miles,1,0,0,Europe,Manual
50,10000,0-1 Miles,0,0,0,Europe,Manual
44,20000,0-1 Miles,1,0,0,Europe,Clerical
49,30000,0-1 Miles,1,0,0,Europe,Clerical
44,30000,0-1 Miles,1,0,0,Europe,Clerical
54,10000,0-1 Miles,0,0,0,Europe,Clerical
54,10000,0-1 Miles,1,0,0,Europe,Manual
55,10000,0-1 Miles,1,0,0,Europe,Manual
55,10000,0-1 Miles,1,0,0,Europe,Manual
55,20000,0-1 Miles,1,0,0,Europe,Clerical
50,20000,0-1 Miles,1,0,0,Europe,Clerical
73,30000,0-1 Miles,1,0,0,Europe,Clerical
73,30000,0-1 Miles,0,0,0,Europe,Clerical
72,10000,0-1 Miles,0,1,0,Europe,Clerical
72,20000,0-1 Miles,1,0,0,Europe,Clerical
71,20000,0-1 Miles,1,0,0,Europe,Clerical
69,30000,0-1 Miles,0,0,0,Europe,Clerical
31,10000,2-5 Miles,1,1,0,Pacific,Manual
32,10000,0-1 Miles,0,1,0,Pacific,Manual
35,10000,0-1 Miles,0,2,0,Pacific,Manual
35,10000,0-1 Miles,1,2,0,Pacific,Manual
32,20000,0-1 Miles,0,0,0,Pacific,Clerical
32,20000,0-1 Miles,1,0,0,Pacific,Clerical
33,10000,2-5 Miles,1,0,1,Pacific,Manual
33,20000,0-1 Miles,1,0,0,Pacific,Clerical
34,20000,0-1 Miles,0,0,0,Pacific,Manual
68,10000,0-1 Miles,1,2,0,Europe,Manual
68,20000,1-2 Miles,1,0,0,Europe,Manual
57,20000,0-1 Miles,0,0,0,Europe,Manual
68,30000,0-1 Miles,1,0,0,Europe,Clerical
68,40000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
50,30000,0-1 Miles,1,0,0,Europe,Clerical
51,20000,1-2 Miles,1,0,1,Europe,Manual
51,30000,0-1 Miles,0,0,0,Europe,Clerical
52,10000,2-5 Miles,1,1,1,Europe,Manual
52,20000,2-5 Miles,0,1,0,Europe,Manual
52,20000,2-5 Miles,0,1,0,Europe,Manual
52,30000,0-1 Miles,1,0,0,Europe,Clerical
47,20000,1-2 Miles,0,1,0,Europe,Manual
53,30000,0-1 Miles,1,0,0,Europe,Clerical
47,30000,0-1 Miles,1,0,0,Europe,Clerical
53,30000,0-1 Miles,1,0,0,Europe,Clerical
41,10000,0-1 Miles,0,2,1,Europe,Manual
36,10000,0-1 Miles,1,0,2,Europe,Manual
41,20000,0-1 Miles,0,1,0,Europe,Manual
36,20000,2-5 Miles,1,1,0,Europe,Manual
41,20000,2-5 Miles,0,1,0,Europe,Manual
41,20000,2-5 Miles,0,1,0,Europe,Manual
41,20000,2-5 Miles,0,1,0,Europe,Manual
42,10000,0-1 Miles,1,0,2,Europe,Manual
36,10000,0-1 Miles,0,0,2,Europe,Manual
36,30000,0-1 Miles,1,0,0,Europe,Clerical
41,30000,0-1 Miles,1,0,0,Europe,Clerical
41,30000,0-1 Miles,1,0,0,Europe,Clerical
41,40000,0-1 Miles,1,0,0,Europe,Clerical
36,20000,2-5 Miles,0,1,0,Europe,Manual
36,40000,0-1 Miles,0,0,0,Europe,Clerical
37,40000,0-1 Miles,1,0,0,Europe,Clerical
42,60000,0-1 Miles,1,0,0,Europe,Skilled Manual
59,10000,0-1 Miles,0,2,0,Europe,Manual
43,10000,0-1 Miles,1,0,3,Europe,Manual
43,20000,1-2 Miles,0,0,1,Europe,Manual
38,20000,2-5 Miles,1,0,1,Europe,Manual
43,20000,0-1 Miles,0,0,1,Europe,Manual
38,30000,1-2 Miles,1,0,0,Europe,Clerical
43,30000,1-2 Miles,1,0,1,Europe,Clerical
43,70000,5-10 Miles,1,1,0,Pacific,Professional
43,80000,0-1 Miles,1,4,5,Pacific,Professional
38,10000,1-2 Miles,0,2,0,Europe,Manual
38,10000,0-1 Miles,0,2,0,Europe,Manual
38,20000,1-2 Miles,1,2,0,Europe,Manual
33,20000,0-1 Miles,0,2,0,Europe,Manual
38,20000,1-2 Miles,1,2,0,Europe,Manual
31,20000,0-1 Miles,0,2,0,Europe,Manual
32,30000,1-2 Miles,0,1,0,Europe,Clerical
33,30000,1-2 Miles,0,1,0,Europe,Manual
33,30000,1-2 Miles,0,1,0,Europe,Manual
37,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
37,40000,0-1 Miles,0,0,1,Europe,Skilled Manual
39,10000,1-2 Miles,1,2,0,Europe,Manual
33,10000,1-2 Miles,1,2,0,Europe,Manual
39,20000,0-1 Miles,0,2,0,Europe,Manual
38,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
38,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
38,40000,0-1 Miles,0,1,1,Europe,Skilled Manual
38,40000,1-2 Miles,1,1,1,Europe,Skilled Manual
32,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
38,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
39,20000,0-1 Miles,0,2,0,Europe,Manual
39,20000,1-2 Miles,1,2,0,Europe,Manual
34,30000,1-2 Miles,0,1,0,Europe,Manual
39,30000,1-2 Miles,0,1,0,Europe,Manual
40,10000,1-2 Miles,1,2,0,Europe,Manual
39,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
39,40000,0-1 Miles,1,1,1,Europe,Skilled Manual
39,40000,0-1 Miles,0,0,2,Europe,Clerical
33,40000,1-2 Miles,1,0,2,Europe,Clerical
40,10000,0-1 Miles,0,2,0,Europe,Manual
40,10000,0-1 Miles,0,2,0,Europe,Manual
40,10000,0-1 Miles,0,2,0,Europe,Manual
35,10000,0-1 Miles,0,2,0,Europe,Manual
40,20000,1-2 Miles,1,2,0,Europe,Manual
35,20000,1-2 Miles,1,2,0,Europe,Manual
40,30000,2-5 Miles,0,1,0,Europe,Manual
40,30000,2-5 Miles,0,1,0,Europe,Manual
40,30000,2-5 Miles,1,1,0,Europe,Manual
40,40000,0-1 Miles,0,1,2,Europe,Clerical
40,40000,0-1 Miles,0,2,2,Europe,Clerical
40,40000,0-1 Miles,0,2,2,Europe,Clerical
36,40000,1-2 Miles,1,0,3,North America,Clerical
35,40000,1-2 Miles,1,0,3,North America,Clerical
37,40000,0-1 Miles,0,2,3,North America,Clerical
37,40000,1-2 Miles,1,2,3,North America,Clerical
45,80000,1-2 Miles,1,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
45,80000,1-2 Miles,1,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
46,20000,1-2 Miles,0,2,0,North America,Manual
57,40000,1-2 Miles,1,1,0,North America,Clerical
40,40000,1-2 Miles,1,1,0,North America,Clerical
51,20000,0-1 Miles,0,2,0,North America,Clerical
51,20000,1-2 Miles,1,2,0,North America,Clerical
56,20000,0-1 Miles,0,2,0,North America,Clerical
51,20000,1-2 Miles,1,2,0,North America,Clerical
56,30000,10+ Miles,0,1,0,North America,Clerical
56,30000,10+ Miles,0,1,0,North America,Clerical
56,30000,1-2 Miles,1,2,0,North America,Clerical
56,30000,1-2 Miles,0,2,0,North America,Clerical
45,30000,1-2 Miles,0,2,0,North America,Clerical
56,30000,1-2 Miles,0,2,0,North America,Clerical
50,30000,1-2 Miles,1,2,0,North America,Clerical
44,20000,1-2 Miles,0,2,0,North America,Clerical
55,20000,1-2 Miles,1,2,0,North America,Clerical
55,20000,1-2 Miles,1,2,0,North America,Clerical
55,30000,0-1 Miles,0,2,0,North America,Skilled Manual
55,30000,1-2 Miles,1,2,0,North America,Skilled Manual
54,30000,1-2 Miles,1,2,0,North America,Skilled Manual
50,30000,0-1 Miles,0,2,0,North America,Skilled Manual
54,20000,1-2 Miles,1,2,1,North America,Clerical
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,30000,1-2 Miles,1,2,0,North America,Skilled Manual
53,30000,1-2 Miles,1,2,0,North America,Skilled Manual
53,30000,1-2 Miles,1,2,0,North America,Skilled Manual
53,30000,0-1 Miles,0,2,0,North America,Skilled Manual
47,40000,0-1 Miles,1,1,0,North America,Clerical
53,40000,1-2 Miles,1,1,0,North America,Clerical
47,40000,0-1 Miles,0,1,0,North America,Clerical
48,40000,0-1 Miles,0,1,0,North America,Clerical
48,40000,1-2 Miles,1,1,0,North America,Clerical
52,40000,1-2 Miles,0,1,0,North America,Clerical
46,40000,0-1 Miles,0,1,0,North America,Clerical
36,40000,1-2 Miles,1,1,0,North America,Clerical
52,40000,0-1 Miles,0,1,0,North America,Clerical
52,40000,0-1 Miles,0,1,0,North America,Clerical
52,40000,1-2 Miles,1,1,0,North America,Clerical
39,50000,0-1 Miles,0,0,0,North America,Skilled Manual
39,50000,1-2 Miles,1,0,0,North America,Skilled Manual
33,50000,0-1 Miles,0,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,0-1 Miles,0,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
37,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,60000,0-1 Miles,0,0,0,North America,Skilled Manual
33,60000,1-2 Miles,1,0,0,North America,Skilled Manual
38,60000,0-1 Miles,0,0,0,North America,Skilled Manual
39,50000,0-1 Miles,1,0,0,North America,Skilled Manual
40,40000,10+ Miles,1,3,4,North America,Skilled Manual
40,70000,0-1 Miles,1,0,0,North America,Skilled Manual
34,70000,0-1 Miles,1,0,1,North America,Skilled Manual
40,70000,0-1 Miles,1,0,1,North America,Skilled Manual
40,70000,0-1 Miles,0,0,1,North America,Skilled Manual
40,60000,1-2 Miles,1,0,0,North America,Skilled Manual
39,60000,0-1 Miles,0,0,0,North America,Skilled Manual
41,40000,2-5 Miles,1,0,1,North America,Skilled Manual
41,40000,0-1 Miles,1,0,1,North America,Skilled Manual
41,40000,2-5 Miles,1,0,1,North America,Skilled Manual
41,40000,2-5 Miles,1,0,1,North America,Skilled Manual
41,40000,2-5 Miles,1,0,1,North America,Skilled Manual
41,40000,0-1 Miles,1,0,1,North America,Skilled Manual
41,40000,0-1 Miles,0,0,1,North America,Skilled Manual
41,40000,2-5 Miles,1,1,1,North America,Skilled Manual
41,40000,2-5 Miles,1,1,1,North America,Skilled Manual
41,40000,2-5 Miles,1,1,1,North America,Skilled Manual
36,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,0-1 Miles,0,0,2,North America,Skilled Manual
42,60000,2-5 Miles,1,0,0,North America,Professional
40,60000,0-1 Miles,0,0,0,North America,Professional
35,70000,0-1 Miles,0,0,0,North America,Professional
40,70000,2-5 Miles,1,0,0,North America,Professional
31,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
37,70000,2-5 Miles,1,0,2,North America,Skilled Manual
43,70000,2-5 Miles,1,0,2,North America,Skilled Manual
43,70000,2-5 Miles,1,1,2,North America,Skilled Manual
41,60000,2-5 Miles,1,0,0,North America,Professional
36,60000,0-1 Miles,0,0,0,North America,Professional
41,60000,2-5 Miles,1,0,0,North America,Professional
41,60000,0-1 Miles,0,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
41,70000,2-5 Miles,1,0,0,North America,Professional
41,70000,0-1 Miles,0,0,0,North America,Professional
41,70000,0-1 Miles,0,0,0,North America,Professional
44,50000,0-1 Miles,0,1,2,North America,Skilled Manual
45,80000,2-5 Miles,1,0,3,North America,Skilled Manual
45,80000,2-5 Miles,1,1,3,North America,Skilled Manual
45,60000,2-5 Miles,1,0,0,North America,Professional
45,60000,0-1 Miles,0,0,0,North America,Professional
45,60000,2-5 Miles,1,0,0,North America,Professional
39,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
35,30000,0-1 Miles,1,0,0,Europe,Clerical
35,30000,0-1 Miles,1,0,0,Europe,Clerical
36,30000,0-1 Miles,1,0,0,Europe,Clerical
37,20000,2-5 Miles,0,1,0,Europe,Manual
42,20000,2-5 Miles,0,1,0,Europe,Manual
36,30000,0-1 Miles,1,0,0,Europe,Clerical
42,30000,0-1 Miles,0,0,0,Europe,Clerical
42,30000,1-2 Miles,1,0,0,Europe,Clerical
31,40000,0-1 Miles,0,0,0,Europe,Clerical
42,40000,0-1 Miles,1,0,0,Europe,Clerical
36,40000,0-1 Miles,0,0,0,Europe,Clerical
31,60000,0-1 Miles,0,0,0,Europe,Skilled Manual
42,60000,0-1 Miles,1,0,0,Europe,Skilled Manual
36,60000,0-1 Miles,0,0,0,Europe,Skilled Manual
59,10000,0-1 Miles,0,2,0,Europe,Manual
59,20000,1-2 Miles,0,1,0,Europe,Manual
59,20000,0-1 Miles,0,1,0,Europe,Manual
58,10000,0-1 Miles,0,2,1,Europe,Manual
43,10000,0-1 Miles,1,1,2,Europe,Manual
43,10000,0-1 Miles,0,0,3,Europe,Manual
38,20000,2-5 Miles,1,0,1,Europe,Manual
32,20000,0-1 Miles,0,0,1,Europe,Manual
43,20000,2-5 Miles,1,0,1,Europe,Manual
43,30000,1-2 Miles,1,0,0,Europe,Clerical
38,30000,1-2 Miles,1,0,1,Europe,Clerical
43,40000,0-1 Miles,1,0,0,Europe,Clerical
35,60000,2-5 Miles,1,1,3,Pacific,Professional
35,60000,2-5 Miles,1,1,3,Pacific,Professional
46,60000,5-10 Miles,1,2,3,Pacific,Professional
46,70000,10+ Miles,1,4,5,Pacific,Professional
45,70000,5-10 Miles,0,1,0,Pacific,Professional
47,60000,5-10 Miles,1,2,3,Pacific,Professional
47,60000,5-10 Miles,1,2,3,Pacific,Professional
33,20000,1-2 Miles,1,2,0,Europe,Manual
38,20000,1-2 Miles,1,2,0,Europe,Manual
37,30000,0-1 Miles,0,1,0,Europe,Clerical
36,30000,2-5 Miles,0,1,0,Europe,Clerical
31,20000,1-2 Miles,1,2,0,Europe,Manual
31,20000,0-1 Miles,0,2,0,Europe,Manual
31,20000,1-2 Miles,1,2,0,Europe,Manual
31,20000,1-2 Miles,1,2,0,Europe,Manual
31,20000,1-2 Miles,0,2,0,Europe,Manual
33,30000,1-2 Miles,0,1,0,Europe,Manual
33,30000,2-5 Miles,0,1,0,Europe,Manual
37,40000,1-2 Miles,1,0,1,Europe,Skilled Manual
34,10000,1-2 Miles,1,2,0,Europe,Manual
39,20000,1-2 Miles,1,2,0,Europe,Manual
39,20000,0-1 Miles,0,2,0,Europe,Manual
38,30000,1-2 Miles,0,1,0,Europe,Manual
38,40000,0-1 Miles,1,0,1,Europe,Skilled Manual
34,20000,1-2 Miles,1,2,0,Europe,Manual
39,30000,2-5 Miles,1,1,0,Europe,Manual
39,30000,1-2 Miles,0,1,0,Europe,Manual
39,30000,2-5 Miles,0,1,0,Europe,Manual
40,10000,1-2 Miles,1,2,0,Europe,Manual
39,10000,0-1 Miles,0,2,0,Europe,Manual
39,40000,0-1 Miles,0,0,2,Europe,Clerical
39,40000,1-2 Miles,1,0,2,Europe,Clerical
40,20000,0-1 Miles,0,2,0,Europe,Manual
40,20000,1-2 Miles,1,2,0,Europe,Manual
40,20000,1-2 Miles,1,2,0,Europe,Manual
35,30000,2-5 Miles,0,1,0,Europe,Manual
35,30000,2-5 Miles,0,1,0,Europe,Manual
41,40000,1-2 Miles,1,0,2,Europe,Clerical
41,40000,1-2 Miles,1,0,2,Europe,Clerical
35,40000,1-2 Miles,1,1,2,Europe,Clerical
40,40000,0-1 Miles,0,1,2,Europe,Clerical
40,40000,0-1 Miles,0,2,2,Europe,Clerical
40,40000,0-1 Miles,0,2,2,Europe,Clerical
41,40000,1-2 Miles,1,2,2,Europe,Clerical
35,40000,1-2 Miles,1,2,2,Europe,Clerical
36,40000,1-2 Miles,1,1,3,North America,Clerical
37,40000,1-2 Miles,1,1,3,North America,Clerical
37,40000,0-1 Miles,0,2,3,North America,Clerical
37,40000,0-1 Miles,0,2,3,North America,Clerical
37,50000,1-2 Miles,1,0,0,North America,Skilled Manual
80,40000,1-2 Miles,1,1,0,North America,Skilled Manual
74,80000,0-1 Miles,1,0,0,North America,Skilled Manual
40,80000,0-1 Miles,0,0,0,North America,Skilled Manual
39,80000,0-1 Miles,0,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
45,80000,1-2 Miles,1,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
45,80000,1-2 Miles,1,0,0,North America,Skilled Manual
45,80000,0-1 Miles,0,0,0,North America,Skilled Manual
51,20000,0-1 Miles,0,2,0,North America,Clerical
57,30000,5-10 Miles,0,1,0,North America,Clerical
57,30000,2-5 Miles,1,1,0,North America,Clerical
57,40000,1-2 Miles,1,1,0,North America,Clerical
50,20000,1-2 Miles,1,2,0,North America,Clerical
51,20000,0-1 Miles,0,2,0,North America,Clerical
50,20000,1-2 Miles,0,2,0,North America,Clerical
51,20000,1-2 Miles,0,2,0,North America,Clerical
56,30000,2-5 Miles,1,1,0,North America,Clerical
56,30000,1-2 Miles,0,1,0,North America,Clerical
55,20000,0-1 Miles,0,2,0,North America,Clerical
55,20000,0-1 Miles,0,2,0,North America,Clerical
55,20000,0-1 Miles,0,2,0,North America,Clerical
55,30000,0-1 Miles,0,2,0,North America,Skilled Manual
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,20000,1-2 Miles,1,2,1,North America,Clerical
54,20000,1-2 Miles,1,2,1,North America,Clerical
54,20000,1-2 Miles,1,2,1,North America,Clerical
54,20000,0-1 Miles,0,2,1,North America,Clerical
54,30000,1-2 Miles,1,2,0,North America,Skilled Manual
53,30000,1-2 Miles,1,2,0,North America,Skilled Manual
53,30000,0-1 Miles,0,2,0,North America,Skilled Manual
48,40000,1-2 Miles,1,1,0,North America,Clerical
53,40000,0-1 Miles,0,1,0,North America,Clerical
48,40000,0-1 Miles,0,1,0,North America,Clerical
52,40000,1-2 Miles,1,1,0,North America,Clerical
41,40000,1-2 Miles,0,1,0,North America,Clerical
52,40000,0-1 Miles,0,1,0,North America,Clerical
52,40000,1-2 Miles,1,1,0,North America,Clerical
52,40000,1-2 Miles,0,1,0,North America,Clerical
52,40000,0-1 Miles,0,1,0,North America,Clerical
47,40000,0-1 Miles,0,1,0,North America,Clerical
52,40000,0-1 Miles,0,1,0,North America,Clerical
47,40000,1-2 Miles,0,1,0,North America,Clerical
34,40000,1-2 Miles,1,1,4,North America,Clerical
33,50000,0-1 Miles,0,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,0-1 Miles,0,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
33,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
38,40000,1-2 Miles,1,0,0,North America,Skilled Manual
39,50000,0-1 Miles,1,0,0,North America,Skilled Manual
40,70000,1-2 Miles,1,0,0,North America,Skilled Manual
40,70000,1-2 Miles,1,0,1,North America,Skilled Manual
40,50000,0-1 Miles,1,0,1,North America,Skilled Manual
40,50000,0-1 Miles,1,0,1,North America,Skilled Manual
39,50000,1-2 Miles,1,0,1,North America,Skilled Manual
39,50000,2-5 Miles,1,0,1,North America,Skilled Manual
39,50000,2-5 Miles,1,0,1,North America,Skilled Manual
39,60000,2-5 Miles,1,0,0,North America,Skilled Manual
34,60000,0-1 Miles,0,0,0,North America,Skilled Manual
39,60000,0-1 Miles,0,0,0,North America,Professional
36,40000,2-5 Miles,1,0,1,North America,Skilled Manual
41,40000,0-1 Miles,1,1,1,North America,Skilled Manual
41,40000,0-1 Miles,0,1,1,North America,Skilled Manual
41,40000,0-1 Miles,1,1,1,North America,Skilled Manual
41,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,2,North America,Skilled Manual
42,60000,0-1 Miles,0,0,2,North America,Skilled Manual
36,60000,0-1 Miles,0,0,2,North America,Skilled Manual
36,60000,0-1 Miles,0,0,2,North America,Skilled Manual
42,60000,2-5 Miles,1,0,2,North America,Skilled Manual
37,60000,0-1 Miles,0,0,0,North America,Professional
40,60000,2-5 Miles,1,0,0,North America,Professional
34,60000,2-5 Miles,1,0,0,North America,Professional
35,60000,2-5 Miles,1,0,0,North America,Professional
40,70000,0-1 Miles,0,0,0,North America,Professional
40,70000,0-1 Miles,0,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
42,60000,2-5 Miles,1,0,0,North America,Professional
36,60000,0-1 Miles,0,0,0,North America,Professional
38,40000,10+ Miles,1,3,4,North America,Skilled Manual
43,70000,2-5 Miles,1,0,2,North America,Skilled Manual
43,70000,2-5 Miles,1,1,2,North America,Skilled Manual
43,70000,0-1 Miles,0,1,2,North America,Skilled Manual
38,40000,0-1 Miles,0,1,5,North America,Skilled Manual
44,40000,2-5 Miles,1,2,5,North America,Skilled Manual
44,40000,0-1 Miles,0,1,0,North America,Professional
41,60000,2-5 Miles,1,0,0,North America,Professional
41,60000,0-1 Miles,0,0,0,North America,Professional
36,70000,0-1 Miles,0,0,0,North America,Professional
41,70000,0-1 Miles,0,0,0,North America,Professional
44,50000,2-5 Miles,1,1,2,North America,Skilled Manual
40,80000,2-5 Miles,1,0,3,North America,Skilled Manual
45,80000,0-1 Miles,0,1,3,North America,Skilled Manual
45,60000,2-5 Miles,1,0,0,North America,Professional
45,60000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,2-5 Miles,1,0,0,North America,Professional
45,70000,0-1 Miles,0,0,0,North America,Professional
41,60000,0-1 Miles,0,0,0,North America,Professional
36,60000,0-1 Miles,0,0,0,North America,Professional
34,120000,10+ Miles,1,4,5,Pacific,Management
58,70000,10+ Miles,1,1,3,North America,Professional
58,70000,10+ Miles,1,1,3,North America,Professional
54,100000,5-10 Miles,1,4,3,Europe,Professional
54,110000,5-10 Miles,1,3,4,Europe,Professional
48,110000,5-10 Miles,0,3,4,Europe,Professional
54,170000,0-1 Miles,1,3,3,Europe,Management
55,110000,5-10 Miles,0,4,4,Europe,Professional
55,120000,5-10 Miles,1,4,4,Europe,Professional
55,120000,5-10 Miles,0,4,4,Europe,Professional
56,130000,0-1 Miles,1,3,4,Europe,Professional
57,80000,2-5 Miles,0,1,2,Europe,Professional
52,80000,10+ Miles,1,1,2,Europe,Professional
66,110000,10+ Miles,1,4,4,Europe,Management
66,70000,10+ Miles,1,3,1,Europe,Professional
61,80000,2-5 Miles,0,2,0,Europe,Management
66,100000,10+ Miles,1,4,3,Europe,Management
65,120000,10+ Miles,1,1,5,Europe,Management
65,150000,0-1 Miles,1,4,4,Europe,Management
51,80000,10+ Miles,1,1,2,Europe,Professional
41,90000,2-5 Miles,0,2,1,Europe,Professional
58,70000,10+ Miles,1,1,3,Europe,Professional
58,80000,2-5 Miles,1,2,2,Europe,Professional
47,90000,2-5 Miles,0,1,2,Europe,Professional
59,80000,10+ Miles,1,2,1,Europe,Professional
59,80000,2-5 Miles,0,2,1,Europe,Professional
59,100000,10+ Miles,1,4,4,Europe,Professional
60,80000,10+ Miles,1,2,2,Europe,Professional
55,110000,10+ Miles,1,2,5,Europe,Management
62,80000,10+ Miles,1,3,1,Europe,Management
62,80000,5-10 Miles,0,3,1,Europe,Management
56,120000,10+ Miles,1,3,5,Europe,Management
62,130000,10+ Miles,0,4,5,Europe,Management
63,90000,10+ Miles,1,3,1,Europe,Management
63,100000,10+ Miles,1,4,4,Europe,Management
64,90000,5-10 Miles,0,2,0,Europe,Skilled Manual
64,90000,10+ Miles,1,2,0,Europe,Skilled Manual
64,120000,10+ Miles,1,4,5,Europe,Management
64,150000,0-1 Miles,1,4,5,Europe,Professional
36,70000,10+ Miles,1,2,0,Pacific,Professional
36,70000,5-10 Miles,0,2,0,Pacific,Professional
35,80000,10+ Miles,1,2,0,Pacific,Professional
35,80000,10+ Miles,0,2,0,Pacific,Professional
35,80000,10+ Miles,1,2,0,Pacific,Professional
31,70000,10+ Miles,1,3,0,Pacific,Professional
37,70000,10+ Miles,1,3,0,Pacific,Professional
31,80000,10+ Miles,0,3,0,Pacific,Professional
36,90000,10+ Miles,0,2,0,Pacific,Professional
32,80000,10+ Miles,1,3,0,Pacific,Professional
37,90000,10+ Miles,1,2,0,Pacific,Professional
31,90000,10+ Miles,1,3,0,Pacific,Professional
36,90000,10+ Miles,0,3,0,Pacific,Professional
31,110000,10+ Miles,1,3,5,Pacific,Management
37,110000,10+ Miles,1,3,5,Pacific,Management
