"Age" "YearlyIncome" "CommuteDistance" "HouseOwnerFlag" "NumberCarsOwned" "NumberChildrenAtHome" "Region" "EnglishOccupation"
"14390" "40" 0.3125 4 1 0 2 "North America" "Skilled Manual"
"14391" "30" 0.3125 4 1 0 2 "North America" "Skilled Manual"
"14392" "40" 0.3125 1 0 0 2 "North America" "Skilled Manual"
"14393" "40" 0.3125 4 1 0 2 "North America" "Skilled Manual"
"14394" "30" 0.3125 4 1 0 0 "North America" "Professional"
"14395" "40" 0.3125 4 1 0 0 "North America" "Professional"
"14396" "30" 0.3125 4 1 0 0 "North America" "Professional"
"14397" "40" 0.375 1 0 0 0 "North America" "Professional"
"14398" "40" 0.375 4 1 0 0 "North America" "Professional"
"14399" "40" 0.375 1 0 0 0 "North America" "Professional"
"14400" "30" 0.375 4 1 0 0 "North America" "Professional"
"14401" "40" 0.4375 1 1 0 0 "North America" "Professional"
"14402" "30" 0.4375 1 0 0 0 "North America" "Professional"
"14403" "30" 0.3125 4 1 0 0 "North America" "Professional"
"14404" "40" 0.3125 1 0 0 0 "North America" "Professional"
"14405" "40" 0.375 4 1 0 2 "North America" "Skilled Manual"
"14406" "40" 0.375 4 1 1 2 "North America" "Skilled Manual"
"14407" "40" 0.375 4 1 1 2 "North America" "Skilled Manual"
"14408" "40" 0.375 1 0 1 2 "North America" "Skilled Manual"
"14409" "40" 0.375 4 1 1 2 "North America" "Skilled Manual"
"14410" "30" 0.375 1 0 1 2 "North America" "Skilled Manual"
"14411" "30" 0.375 1 0 1 2 "North America" "Skilled Manual"
"14412" "40" 0.1875 4 0 1 0 "North America" "Professional"
"14413" "40" 0.3125 4 1 0 0 "North America" "Professional"
"14414" "40" 0.3125 1 0 0 0 "North America" "Professional"
"14415" "40" 0.375 4 1 0 0 "North America" "Professional"
"14416" "40" 0.375 1 0 0 0 "North America" "Professional"
"14417" "70" 0.0625 1 0 2 0 "North America" "Clerical"
"14418" "40" 0.25 1 0 1 2 "North America" "Skilled Manual"
"14419" "40" 0.25 1 0 1 2 "North America" "Skilled Manual"
"14420" "40" 0.25 1 0 1 2 "North America" "Skilled Manual"
"14421" "30" 0.25 4 1 1 2 "North America" "Skilled Manual"
"14422" "40" 0.25 4 1 1 2 "North America" "Skilled Manual"
"14423" "40" 0.4375 4 1 0 3 "North America" "Skilled Manual"
"14424" "40" 0.4375 1 0 1 3 "North America" "Skilled Manual"
"14425" "40" 0.375 1 0 0 0 "North America" "Professional"
"14426" "30" 0.375 4 1 0 0 "North America" "Professional"
"14427" "40" 0.375 4 1 0 0 "North America" "Professional"
"14428" "30" 0.375 4 1 0 0 "North America" "Professional"
"14429" "40" 0.375 4 1 2 5 "North America" "Professional"
"14430" "30" 0.4375 1 1 0 0 "North America" "Professional"
"14431" "30" 0.4375 1 1 0 0 "North America" "Professional"
"14432" "40" 0.1875 4 0 1 0 "North America" "Professional"
"14433" "40" 0.1875 1 0 1 0 "North America" "Professional"
"14434" "40" 0.1875 4 0 1 0 "North America" "Professional"
"14435" "40" 0.25 1 0 1 3 "North America" "Skilled Manual"
"14436" "40" 0.25 4 1 1 3 "North America" "Skilled Manual"
"14437" "40" 0.25 4 1 2 3 "North America" "Skilled Manual"
"14438" "40" 0.25 4 1 2 3 "North America" "Skilled Manual"
"14439" "30" 0.25 1 0 2 3 "North America" "Skilled Manual"
"14440" "40" 0.25 3 1 3 3 "North America" "Skilled Manual"
"14441" "40" 0.25 3 1 3 3 "North America" "Skilled Manual"
"14442" "40" 0.25 4 1 1 4 "North America" "Skilled Manual"
"14443" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14444" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14445" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14446" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14447" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14448" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14449" "30" 0.1875 1 0 0 0 "Europe" "Clerical"
"14450" "30" 0 1 1 0 4 "Europe" "Manual"
"14451" "40" 0.0625 4 1 1 1 "Europe" "Manual"
"14452" "40" 0.0625 2 0 1 1 "Europe" "Manual"
"14453" "30" 0.125 4 1 0 1 "Europe" "Clerical"
"14454" "30" 0.125 1 0 0 1 "Europe" "Clerical"
"14455" "40" 0.125 1 0 1 1 "Europe" "Clerical"
"14456" "30" 0 1 1 0 4 "Europe" "Manual"
"14457" "40" 0 1 1 2 4 "Europe" "Manual"
"14458" "40" 0 1 1 1 3 "Europe" "Manual"
"14459" "40" 0.0625 2 0 1 1 "Europe" "Manual"
"14460" "30" 0.0625 4 1 1 1 "Europe" "Manual"
"14461" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"14462" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"14463" "40" 0.1875 1 0 0 0 "Europe" "Clerical"
"14464" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"14465" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"14466" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"14467" "40" 0 1 0 2 3 "Europe" "Manual"
"14468" "40" 0.0625 1 1 0 2 "Europe" "Manual"
"14469" "40" 0.0625 1 1 1 2 "Europe" "Manual"
"14470" "40" 0.0625 1 1 1 2 "Europe" "Manual"
"14471" "30" 0.0625 1 1 1 2 "Europe" "Manual"
"14472" "40" 0.0625 1 1 2 2 "Europe" "Manual"
"14473" "40" 0.125 1 1 2 1 "Europe" "Skilled Manual"
"14474" "40" 0.125 1 1 2 1 "Europe" "Skilled Manual"
"14475" "40" 0 1 1 2 3 "Europe" "Manual"
"14476" "40" 0 1 1 2 2 "Europe" "Manual"
"14477" "40" 0.0625 1 1 2 2 "Europe" "Manual"
"14478" "70" 0.125 4 1 1 0 "Europe" "Skilled Manual"
"14479" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"14480" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"14481" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"14482" "30" 0.4375 1 0 0 0 "Europe" "Skilled Manual"
"14483" "40" 0.125 4 1 1 0 "Europe" "Clerical"
"14484" "70" 0.0625 4 0 1 0 "Europe" "Clerical"
"14485" "40" 0.125 1 1 0 2 "Europe" "Clerical"
"14486" "40" 0.125 1 1 1 2 "Europe" "Clerical"
"14487" "40" 0.125 1 1 1 2 "Europe" "Clerical"
"14488" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14489" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14490" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14491" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14492" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14493" "40" 0.1875 1 0 0 0 "Europe" "Skilled Manual"
"14494" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14495" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14496" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14497" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14498" "40" 0.1875 1 0 0 0 "Europe" "Skilled Manual"
"14499" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14500" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"14501" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"14502" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14503" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14504" "40" 0.125 4 0 1 0 "Europe" "Clerical"
"14505" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"14506" "30" 0.125 1 1 3 4 "Europe" "Clerical"
"14507" "30" 0.125 1 1 1 5 "Europe" "Clerical"
"14508" "30" 0.125 1 0 3 5 "Europe" "Clerical"
"14509" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14510" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14511" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14512" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14513" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"14514" "30" 0.0625 4 1 1 0 "Europe" "Manual"
"14515" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"14516" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"14517" "30" 0 1 1 2 0 "Europe" "Manual"
"14518" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14519" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"14520" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"14521" "30" 0.0625 4 0 1 0 "Europe" "Manual"
"14522" "30" 0.0625 4 1 1 0 "Europe" "Manual"
"14523" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14524" "30" 0.0625 5 0 1 0 "Europe" "Manual"
"14525" "30" 0.0625 1 0 2 0 "Europe" "Manual"
"14526" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14527" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14528" "70" 0.0625 1 0 2 0 "Europe" "Manual"
"14529" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14530" "40" 0 1 1 0 0 "Europe" "Manual"
"14531" "40" 0 1 0 0 0 "Europe" "Manual"
"14532" "30" 0.125 1 0 0 0 "Europe" "Clerical"
"14533" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14534" "50" 0 1 0 0 0 "Europe" "Manual"
"14535" "70" 0.0625 1 0 0 0 "Europe" "Clerical"
"14536" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"14537" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"14538" "70" 0.0625 1 0 0 0 "Europe" "Clerical"
"14539" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14540" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14541" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14542" "40" 0 1 0 0 0 "Europe" "Manual"
"14543" "50" 0 1 0 0 0 "Europe" "Manual"
"14544" "40" 0 1 1 0 0 "Europe" "Manual"
"14545" "40" 0.0625 1 0 0 0 "Europe" "Clerical"
"14546" "50" 0 1 0 0 0 "Europe" "Manual"
"14547" "50" 0 1 1 1 0 "Europe" "Manual"
"14548" "70" 0.0625 1 0 0 0 "Europe" "Clerical"
"14549" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"14550" "70" 0 1 0 1 0 "Europe" "Manual"
"14551" "70" 0.0625 1 1 0 0 "Europe" "Manual"
"14552" "70" 0.0625 1 0 0 0 "Europe" "Manual"
"14553" "70" 0.125 1 1 0 0 "Europe" "Clerical"
"14554" "70" 0.125 1 1 0 0 "Europe" "Clerical"
"14555" "60" 0 4 0 1 0 "Europe" "Manual"
"14556" "30" 0 1 0 1 0 "Pacific" "Manual"
"14557" "30" 0 2 1 1 0 "Pacific" "Manual"
"14558" "30" 0 4 1 1 0 "Pacific" "Manual"
"14559" "30" 0 2 1 1 0 "Pacific" "Manual"
"14560" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14561" "30" 0 4 1 1 0 "Pacific" "Manual"
"14562" "30" 0 1 0 2 0 "Pacific" "Manual"
"14563" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14564" "30" 0.0625 1 0 0 0 "Pacific" "Clerical"
"14565" "30" 0 4 1 0 1 "Pacific" "Manual"
"14566" "30" 0 2 0 0 1 "Pacific" "Manual"
"14567" "30" 0.0625 1 1 0 0 "Pacific" "Manual"
"14568" "30" 0.0625 1 0 0 0 "Pacific" "Manual"
"14569" "30" 0.0625 1 1 0 0 "Pacific" "Manual"
"14570" "60" 0 1 0 2 0 "Europe" "Manual"
"14571" "60" 0.0625 2 1 0 0 "Europe" "Manual"
"14572" "60" 0.125 1 0 0 0 "Europe" "Clerical"
"14573" "60" 0.125 1 0 0 0 "Europe" "Clerical"
"14574" "60" 0.125 1 1 0 0 "Europe" "Clerical"
"14575" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14576" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14577" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14578" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14579" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14580" "50" 0 2 0 1 1 "Europe" "Manual"
"14581" "50" 0 4 1 1 1 "Europe" "Manual"
"14582" "50" 0.0625 2 1 0 1 "Europe" "Manual"
"14583" "50" 0.0625 1 0 0 1 "Europe" "Manual"
"14584" "50" 0.0625 1 0 1 0 "Europe" "Manual"
"14585" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14586" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14587" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14588" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14589" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14590" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14591" "40" 0.0625 4 0 1 0 "Europe" "Manual"
"14592" "40" 0.0625 4 1 1 0 "Europe" "Manual"
"14593" "30" 0 1 0 0 2 "Europe" "Manual"
"14594" "30" 0 1 1 0 2 "Europe" "Manual"
"14595" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14596" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14597" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14598" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14599" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14600" "30" 0 1 1 1 2 "Europe" "Manual"
"14601" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14602" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14603" "40" 0.3125 1 1 0 0 "Europe" "Skilled Manual"
"14604" "30" 0.3125 1 1 0 0 "Europe" "Skilled Manual"
"14605" "40" 0.3125 1 0 0 0 "Europe" "Skilled Manual"
"14606" "50" 0.0625 1 0 1 0 "Europe" "Manual"
"14607" "50" 0.0625 4 1 1 0 "Europe" "Manual"
"14608" "40" 0.0625 1 0 1 0 "Europe" "Manual"
"14609" "50" 0.0625 4 0 1 0 "Europe" "Manual"
"14610" "60" 0.0625 4 0 1 0 "Europe" "Manual"
"14611" "30" 0 1 1 1 2 "Europe" "Manual"
"14612" "30" 0 1 1 0 3 "Europe" "Manual"
"14613" "40" 0.0625 1 0 0 1 "Europe" "Manual"
"14614" "40" 0.0625 4 1 0 1 "Europe" "Manual"
"14615" "40" 0.0625 4 1 1 1 "Europe" "Manual"
"14616" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"14617" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"14618" "30" 0.125 2 1 0 0 "Europe" "Clerical"
"14619" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14620" "30" 0.125 4 1 0 0 "Europe" "Clerical"
"14621" "40" 0.5 2 1 1 4 "North America" "Management"
"14622" "40" 0.5 1 1 1 4 "North America" "Management"
"14623" "30" 0.5625 2 1 2 0 "North America" "Management"
"14624" "30" 0.5625 2 1 2 0 "North America" "Management"
"14625" "40" 0.5625 2 1 3 0 "North America" "Management"
"14626" "40" 0 1 1 1 2 "Europe" "Manual"
"14627" "40" 0 1 1 1 2 "Europe" "Manual"
"14628" "40" 0.0625 1 1 2 2 "Europe" "Manual"
"14629" "40" 0.0625 1 1 0 3 "Europe" "Manual"
"14630" "40" 0 1 1 2 2 "Europe" "Manual"
"14631" "40" 0 1 1 2 2 "Europe" "Manual"
"14632" "40" 0.0625 1 0 2 3 "Europe" "Manual"
"14633" "70" 0.0625 4 0 1 0 "Europe" "Manual"
"14634" "70" 0.125 4 1 1 0 "Europe" "Skilled Manual"
"14635" "30" 0.1875 1 0 0 0 "Europe" "Professional"
"14636" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"14637" "40" 0.1875 1 0 0 0 "Europe" "Professional"
"14638" "40" 0.4375 1 1 0 0 "Europe" "Skilled Manual"
"14639" "40" 0.125 1 0 0 2 "Europe" "Clerical"
"14640" "40" 0.125 1 1 1 2 "Europe" "Clerical"
"14641" "30" 0.125 1 1 1 2 "Europe" "Clerical"
"14642" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14643" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14644" "30" 0.125 1 1 2 2 "Europe" "Clerical"
"14645" "40" 0.125 1 1 2 2 "Europe" "Clerical"
"14646" "30" 0.125 1 1 2 2 "Europe" "Clerical"
"14647" "30" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14648" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14649" "30" 0.125 1 1 3 2 "Europe" "Clerical"
"14650" "40" 0.125 1 1 0 3 "Europe" "Clerical"
"14651" "40" 0.125 1 1 0 3 "Europe" "Clerical"
"14652" "40" 0.1875 1 0 0 0 "Europe" "Skilled Manual"
"14653" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14654" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14655" "30" 0.0625 1 1 2 4 "Europe" "Manual"
"14656" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14657" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14658" "40" 0.1875 1 1 0 0 "Europe" "Skilled Manual"
"14659" "40" 0.1875 1 0 0 0 "Europe" "Skilled Manual"
"14660" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"14661" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"14662" "40" 0.1875 1 1 1 0 "Europe" "Skilled Manual"
"14663" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"14664" "30" 0.125 1 1 2 3 "Europe" "Clerical"
"14665" "30" 0.125 1 1 1 4 "Europe" "Clerical"
"14666" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14667" "30" 0.125 1 1 3 5 "Europe" "Clerical"
"14668" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14669" "30" 0.125 4 1 1 0 "Europe" "Clerical"
"14670" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14671" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14672" "30" 0.0625 2 0 1 0 "Europe" "Manual"
"14673" "30" 0 1 1 2 0 "Europe" "Manual"
"14674" "30" 0.0625 4 1 1 0 "Europe" "Manual"
"14675" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14676" "30" 0.125 1 0 1 0 "Europe" "Clerical"
"14677" "30" 0.125 4 1 1 0 "Europe" "Clerical"
"14678" "30" 0.0625 2 1 2 0 "Europe" "Manual"
"14679" "30" 0.0625 1 0 2 0 "Europe" "Manual"
"14680" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14681" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14682" "30" 0.125 4 0 1 0 "Europe" "Clerical"
"14683" "30" 0 2 1 2 0 "Europe" "Manual"
"14684" "40" 0 1 0 0 0 "Europe" "Manual"
"14685" "40" 0 1 0 0 0 "Europe" "Manual"
"14686" "40" 0 1 1 0 0 "Europe" "Manual"
"14687" "30" 0.0625 1 0 0 0 "Europe" "Manual"
"14688" "50" 0 1 0 0 0 "Europe" "Manual"
"14689" "50" 0 1 1 0 0 "Europe" "Manual"
"14690" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"14691" "40" 0.0625 1 1 0 0 "Europe" "Clerical"
"14692" "50" 0.0625 1 0 0 0 "Europe" "Clerical"
"14693" "70" 0.125 1 1 0 0 "Europe" "Clerical"
"14694" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14695" "30" 0.125 1 1 0 0 "Europe" "Clerical"
"14696" "50" 0 1 0 0 0 "Europe" "Manual"
"14697" "50" 0 1 1 0 0 "Europe" "Manual"
"14698" "50" 0 1 0 0 0 "Europe" "Manual"
"14699" "50" 0 2 1 0 0 "Europe" "Manual"
"14700" "50" 0 1 1 0 0 "Europe" "Manual"
"14701" "50" 0 1 1 1 0 "Europe" "Manual"
"14702" "70" 0.0625 1 1 0 0 "Europe" "Clerical"
"14703" "60" 0.0625 1 1 0 0 "Europe" "Manual"
"14704" "60" 0.125 1 1 0 0 "Europe" "Clerical"
"14705" "30" 0 2 1 1 0 "Pacific" "Manual"
"14706" "30" 0 4 1 1 0 "Pacific" "Manual"
"14707" "30" 0 1 0 1 0 "Pacific" "Manual"
"14708" "30" 0 4 1 1 0 "Pacific" "Manual"
"14709" "30" 0 1 0 1 0 "Pacific" "Manual"
"14710" "30" 0 4 1 0 1 "Pacific" "Manual"
"14711" "30" 0.0625 1 0 0 0 "Pacific" "Clerical"
"14712" "30" 0.0625 1 0 0 0 "Pacific" "Clerical"
"14713" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14714" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14715" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14716" "30" 0.0625 1 0 0 0 "Pacific" "Clerical"
"14717" "30" 0.0625 1 0 0 0 "Pacific" "Clerical"
"14718" "30" 0.0625 1 1 0 0 "Pacific" "Clerical"
"14719" "30" 0.0625 1 0 0 0 "Pacific" "Manual"
"14720" "60" 0.0625 1 0 0 0 "Europe" "Manual"
"14721" "60" 0.0625 1 0 1 0 "Europe" "Manual"
"14722" "60" 0.125 1 1 0 0 "Europe" "Clerical"
"14723" "50" 0.0625 1 0 0 1 "Europe" "Manual"
"14724" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14725" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14726" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14727" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14728" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14729" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14730" "50" 0.0625 2 1 0 1 "Europe" "Manual"
"14731" "50" 0.0625 2 1 0 1 "Europe" "Manual"
"14732" "50" 0.0625 2 1 0 1 "Europe" "Manual"
"14733" "40" 0.0625 1 0 0 1 "Europe" "Manual"
"14734" "40" 0 4 1 1 1 "Europe" "Manual"
"14735" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14736" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14737" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14738" "30" 0.1875 1 1 0 0 "Europe" "Clerical"
"14739" "50" 0.125 1 1 0 0 "Europe" "Clerical"
"14740" "50" 0.125 1 0 0 0 "Europe" "Clerical"
"14741" "40" 0 1 1 2 1 "Europe" "Manual"
"14742" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14743" "40" 0 1 1 0 2 "Europe" "Manual"
"14744" "30" 0.125 1 0 0 0 "Europe" "Clerical"
"14745" "40" 0.125 1 1 0 0 "Europe" "Clerical"
"14746" "40" 0.0625 4 0 1 0 "Europe" "Manual"
"14747" "30" 0.0625 4 1 1 0 "Europe" "Manual"
"14748" "40" 0.0625 4 0 1 0 "Europe" "Manual"
"14749" "40" 0.125 1 0 0 0 "Europe" "Clerical"
"14750" "30" 0.125 1 0 0 0 "Europe" "Clerical"
"14751" "40" 0.1875 1 1 0 0 "Europe" "Clerical"
"14752" "30" 0.3125 1 1 0 0 "Europe" "Skilled Manual"
"14753" "50" 0.0625 1 0 1 0 "Europe" "Manual"
"14754" "60" 0 1 0 2 0 "Europe" "Manual"
"14755" "50" 0 1 0 2 0 "Europe" "Manual"
"14756" "30" 0 1 1 0 3 "Europe" "Manual"
"14757" "30" 0.0625 4 1 0 1 "Europe" "Manual"
"14758" "40" 0.0625 1 0 0 1 "Europe" "Manual"
"14759" "30" 0.0625 2 0 0 1 "Europe" "Manual"
"14760" "30" 0.0625 4 1 1 1 "Europe" "Manual"
"14761" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"14762" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"14763" "40" 0.125 2 1 0 0 "Europe" "Clerical"
"14764" "40" 0.5 2 1 3 4 "North America" "Skilled Manual"
"14765" "40" 0.5 2 0 3 4 "North America" "Skilled Manual"
"14766" "40" 0.5625 1 0 3 0 "North America" "Management"
"14767" "40" 0.5625 2 1 3 0 "North America" "Management"
"14768" "30" 0.5625 1 0 3 0 "North America" "Management"
"14769" "40" 0.6875 5 1 4 4 "Europe" "Professional"
"14770" "50" 0.75 5 0 2 4 "Europe" "Professional"
"14771" "40" 0.5 4 1 2 1 "Europe" "Professional"
"14772" "50" 0.6875 5 0 4 4 "Europe" "Professional"
"14773" "50" 0.6875 5 1 4 4 "Europe" "Professional"
"14774" "50" 0.6875 5 0 4 4 "Europe" "Professional"
"14775" "40" 0.75 1 1 3 4 "Europe" "Professional"
"14776" "50" 0.75 1 1 3 4 "Europe" "Professional"
"14777" "40" 0.9375 1 1 3 4 "Europe" "Professional"
"14778" "40" 0.5 4 1 2 1 "Europe" "Professional"
"14779" "40" 0.75 1 1 3 4 "Europe" "Professional"
"14780" "60" 0.5 4 0 2 0 "Europe" "Professional"
"14781" "60" 0.5 4 0 2 0 "Europe" "Professional"
"14782" "60" 0.9375 5 0 3 4 "Europe" "Management"
"14783" "50" 0.75 5 0 4 4 "Europe" "Professional"
"14784" "60" 0.75 5 0 4 4 "Europe" "Professional"
"14785" "60" 0.9375 1 0 4 4 "Europe" "Management"
"14786" "40" 0.5 3 1 1 2 "Europe" "Professional"
"14787" "50" 0.5 3 1 1 2 "Europe" "Professional"
"14788" "40" 0.5625 3 1 3 4 "Europe" "Professional"
"14789" "50" 0.625 5 0 4 4 "Europe" "Professional"
"14790" "50" 0.5 3 1 2 2 "Europe" "Professional"
"14791" "50" 0.5625 4 0 3 4 "Europe" "Management"
"14792" "50" 0.5625 4 0 4 4 "Europe" "Management"
"14793" "50" 0.625 3 1 4 4 "Europe" "Management"
"14794" "50" 0.625 3 0 1 5 "Europe" "Professional"
"14795" "50" 0.5 3 1 2 1 "Europe" "Professional"
"14796" "50" 0.625 3 1 2 5 "Europe" "Professional"
"14797" "50" 0.75 1 1 3 5 "Europe" "Professional"
"14798" "60" 0.4375 3 1 2 2 "Europe" "Professional"
"14799" "60" 0.75 1 0 3 5 "Europe" "Professional"
"14800" "60" 0.75 3 0 3 5 "Europe" "Professional"
"14801" "60" 0.625 3 0 3 5 "Europe" "Management"
"14802" "60" 0.875 3 0 4 5 "Europe" "Management"
"14803" "50" 0.6875 3 0 3 5 "Europe" "Management"
"14804" "60" 0.6875 3 1 3 5 "Europe" "Management"
"14805" "50" 0.875 1 1 4 5 "Europe" "Management"
"14806" "60" 1 3 0 4 5 "Europe" "Management"
"14807" "50" 0.375 3 1 3 1 "Europe" "Skilled Manual"
"14808" "60" 0.5 3 1 2 0 "Europe" "Skilled Manual"
"14809" "60" 0.5 3 1 2 0 "Europe" "Skilled Manual"
"14810" "30" 0.3125 3 1 3 0 "Pacific" "Professional"
"14811" "30" 0.3125 3 1 4 0 "Pacific" "Professional"
"14812" "30" 0.375 5 0 2 0 "Pacific" "Professional"
"14813" "30" 0.375 3 1 3 0 "Pacific" "Professional"
"14814" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"14815" "30" 0.4375 3 0 3 0 "Pacific" "Professional"
"14816" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"14817" "30" 0.4375 3 0 3 0 "Pacific" "Professional"
"14818" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"14819" "30" 0.4375 3 1 3 0 "Pacific" "Professional"
"14820" "30" 0.5 3 0 3 0 "Pacific" "Professional"
"14821" "30" 0.5 3 1 3 0 "Pacific" "Professional"
"14822" "30" 0.625 3 1 3 5 "Pacific" "Management"
"14823" "30" 0.625 3 1 3 5 "Pacific" "Management"
"14824" "30" 0.625 3 1 3 5 "Pacific" "Management"
"14825" "30" 0.5 3 0 3 0 "Pacific" "Professional"
