BikeBuyer,Age,YearlyIncome,CommuteDistance,HouseOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,EnglishOccupation,MaritalStatus,Gender,EnglishEducation,Region
0,37,50000,1-2 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
0,46,50000,0-1 Miles,0,1,3,3,Skilled Manual,S,F,Bachelors,North America
0,46,50000,10+ Miles,1,3,3,3,Skilled Manual,M,M,Bachelors,North America
0,35,50000,10+ Miles,1,3,3,3,Skilled Manual,M,F,Bachelors,North America
1,41,50000,10+ Miles,0,3,3,3,Skilled Manual,S,F,Bachelors,North America
1,37,40000,0-1 Miles,0,0,0,0,Clerical,S,F,Graduate Degree,Europe
1,43,40000,0-1 Miles,1,0,0,0,Clerical,M,F,Graduate Degree,Europe
1,43,40000,0-1 Miles,0,0,0,0,Clerical,M,M,Graduate Degree,Europe
1,33,10000,0-1 Miles,1,1,3,3,Manual,M,F,High School,Europe
1,33,20000,2-5 Miles,0,1,1,1,Manual,S,F,Partial College,Europe
1,44,20000,2-5 Miles,1,1,1,1,Manual,S,M,Partial College,Europe
1,33,20000,2-5 Miles,1,1,1,1,Manual,S,M,Partial College,Europe
1,44,20000,2-5 Miles,1,1,1,1,Manual,S,F,Partial College,Europe
1,44,20000,0-1 Miles,0,1,1,1,Manual,S,F,High School,Europe
1,44,20000,1-2 Miles,0,1,1,1,Manual,S,F,High School,Europe
1,44,30000,0-1 Miles,0,0,1,1,Clerical,S,F,Bachelors,Europe
1,44,30000,1-2 Miles,1,1,1,1,Clerical,S,M,Bachelors,Europe
0,45,10000,0-1 Miles,0,1,3,5,Manual,S,M,Partial High School,Europe
1,45,20000,2-5 Miles,1,1,1,1,Manual,S,M,High School,Europe
1,40,20000,0-1 Miles,1,0,2,2,Manual,S,M,High School,Europe
1,44,40000,0-1 Miles,0,0,0,0,Clerical,S,F,Bachelors,Europe
1,45,30000,2-5 Miles,0,1,1,1,Clerical,S,F,Bachelors,Europe
1,45,30000,2-5 Miles,1,1,1,1,Skilled Manual,M,M,Bachelors,Europe
1,45,30000,1-2 Miles,1,1,1,1,Skilled Manual,M,F,Bachelors,Europe
0,46,10000,0-1 Miles,1,2,3,5,Manual,M,M,Partial High School,Europe
1,41,20000,0-1 Miles,1,1,2,2,Manual,M,F,High School,Europe
1,41,20000,0-1 Miles,1,1,2,2,Manual,S,M,High School,Europe
0,41,20000,0-1 Miles,1,2,2,2,Manual,S,M,High School,Europe
0,46,30000,0-1 Miles,1,2,1,1,Skilled Manual,M,F,Bachelors,Europe
1,47,10000,0-1 Miles,0,1,2,3,Manual,S,M,Partial High School,Europe
0,80,30000,2-5 Miles,1,1,0,1,Skilled Manual,M,M,Bachelors,Europe
1,47,20000,0-1 Miles,0,0,3,3,Manual,S,F,High School,Europe
0,47,30000,0-1 Miles,0,2,1,1,Skilled Manual,M,M,Bachelors,Europe
0,31,10000,0-1 Miles,1,2,2,3,Manual,S,M,Partial High School,Europe
1,48,20000,0-1 Miles,1,1,3,3,Manual,M,M,High School,Europe
1,48,20000,0-1 Miles,0,1,3,3,Manual,S,F,High School,Europe
1,37,20000,0-1 Miles,0,1,3,3,Manual,S,F,High School,Europe
1,48,20000,0-1 Miles,1,1,3,3,Manual,S,F,High School,Europe
0,78,10000,0-1 Miles,0,2,0,4,Manual,S,M,High School,Europe
0,78,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Graduate Degree,Europe
1,45,40000,0-1 Miles,0,0,0,0,Professional,S,F,Bachelors,Europe
1,45,40000,0-1 Miles,0,0,0,0,Professional,S,M,Bachelors,Europe
1,45,40000,0-1 Miles,1,0,0,0,Professional,M,M,Bachelors,Europe
1,45,40000,0-1 Miles,1,0,0,0,Professional,M,M,Bachelors,Europe
1,34,80000,0-1 Miles,1,0,0,0,Skilled Manual,S,M,Graduate Degree,Europe
1,45,80000,0-1 Miles,1,0,0,0,Skilled Manual,S,F,Graduate Degree,Europe
1,42,30000,0-1 Miles,1,0,2,2,Clerical,M,F,Partial College,Europe
1,48,30000,0-1 Miles,1,0,2,2,Clerical,S,F,Partial College,Europe
0,48,30000,0-1 Miles,0,0,2,2,Clerical,S,F,Partial College,Europe
0,38,30000,0-1 Miles,0,1,0,1,Clerical,S,M,Partial College,Europe
0,49,30000,2-5 Miles,0,1,0,1,Clerical,S,F,Partial College,Europe
0,44,30000,2-5 Miles,0,1,0,1,Clerical,S,F,Partial College,Europe
0,77,20000,2-5 Miles,1,1,0,2,Clerical,S,M,Partial College,Europe
1,40,30000,0-1 Miles,1,0,2,2,Clerical,M,M,Partial College,Europe
1,40,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,47,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,48,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,34,20000,1-2 Miles,0,1,0,0,Manual,S,F,High School,Europe
0,34,20000,2-5 Miles,0,1,0,0,Manual,S,M,High School,Europe
0,32,30000,0-1 Miles,0,1,3,3,Clerical,S,F,Partial College,Europe
0,32,30000,0-1 Miles,1,2,3,3,Clerical,M,F,Partial College,Europe
0,33,20000,1-2 Miles,0,1,0,0,Manual,S,M,High School,Europe
1,43,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,43,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,48,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,F,Bachelors,Europe
1,48,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
1,48,40000,0-1 Miles,1,0,0,1,Skilled Manual,M,M,Bachelors,Europe
0,44,30000,2-5 Miles,0,1,0,1,Clerical,S,M,Partial College,Europe
1,32,40000,0-1 Miles,1,1,0,1,Skilled Manual,M,F,Bachelors,Europe
1,33,30000,0-1 Miles,1,2,3,3,Clerical,S,F,Partial College,Europe
1,33,30000,0-1 Miles,1,2,3,3,Clerical,S,F,Partial College,Europe
0,33,30000,0-1 Miles,0,1,4,4,Clerical,S,M,Partial College,Europe
0,33,30000,0-1 Miles,1,2,4,4,Clerical,M,F,Partial College,Europe
0,33,30000,0-1 Miles,1,2,4,4,Clerical,M,M,Partial College,Europe
0,34,30000,2-5 Miles,0,1,0,0,Clerical,S,M,Partial College,Europe
0,35,20000,1-2 Miles,0,1,0,0,Manual,S,M,High School,Europe
0,35,20000,5-10 Miles,0,1,0,0,Manual,S,M,Partial High School,Europe
0,35,30000,2-5 Miles,0,1,0,0,Clerical,S,F,Partial College,Europe
0,37,20000,0-1 Miles,1,2,0,0,Manual,S,F,Partial High School,Europe
0,37,20000,0-1 Miles,0,2,0,0,Manual,S,F,Partial High School,Europe
0,37,20000,0-1 Miles,1,2,0,0,Manual,M,M,Partial High School,Europe
0,37,20000,1-2 Miles,1,2,0,0,Manual,M,M,Partial High School,Europe
0,37,20000,1-2 Miles,1,2,0,0,Manual,S,F,Partial High School,Europe
0,37,20000,0-1 Miles,0,2,0,0,Manual,M,F,Partial High School,Europe
1,36,40000,0-1 Miles,1,0,1,1,Skilled Manual,M,F,Bachelors,Europe
0,33,10000,1-2 Miles,1,2,0,0,Manual,S,M,Partial High School,Europe
0,49,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
0,45,10000,0-1 Miles,1,0,0,1,Manual,M,F,Bachelors,Europe
0,76,20000,0-1 Miles,0,0,0,1,Clerical,S,M,Graduate Degree,Europe
0,75,10000,0-1 Miles,1,0,0,1,Clerical,M,M,Graduate Degree,Europe
1,44,30000,0-1 Miles,0,0,0,5,Clerical,S,M,Graduate Degree,Europe
1,49,30000,0-1 Miles,1,0,0,4,Clerical,M,M,Graduate Degree,Europe
0,54,10000,0-1 Miles,0,0,0,1,Manual,M,F,Partial College,Europe
0,55,10000,1-2 Miles,1,0,0,2,Manual,M,M,Partial College,Europe
0,51,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
0,56,20000,0-1 Miles,0,0,0,1,Clerical,S,M,Bachelors,Europe
0,73,20000,0-1 Miles,0,0,0,1,Clerical,M,F,Bachelors,Europe
1,72,20000,0-1 Miles,1,0,0,1,Clerical,M,M,Bachelors,Europe
0,71,10000,0-1 Miles,0,1,0,2,Clerical,S,F,Bachelors,Europe
1,70,10000,1-2 Miles,1,1,0,2,Manual,S,M,Partial College,Europe
0,70,20000,0-1 Miles,0,0,0,1,Manual,S,F,Partial College,Europe
1,70,30000,0-1 Miles,1,0,0,1,Clerical,M,F,Bachelors,Europe
0,69,10000,2-5 Miles,0,1,0,2,Manual,S,F,Partial College,Europe
0,69,10000,2-5 Miles,0,1,0,3,Manual,S,F,Partial College,Europe
1,69,20000,0-1 Miles,1,0,0,1,Manual,M,M,Partial College,Europe
1,31,10000,2-5 Miles,1,1,0,0,Manual,M,M,Partial College,Pacific
1,31,10000,1-2 Miles,1,1,0,0,Manual,S,F,Partial College,Pacific
1,32,10000,2-5 Miles,1,1,0,0,Manual,M,F,Partial College,Pacific
1,31,20000,0-1 Miles,0,0,0,0,Clerical,M,F,Bachelors,Pacific
1,31,20000,0-1 Miles,1,0,0,0,Clerical,S,M,Bachelors,Pacific
1,34,10000,0-1 Miles,1,2,0,0,Manual,M,F,High School,Pacific
1,34,10000,0-1 Miles,0,2,0,0,Manual,S,M,High School,Pacific
1,35,10000,0-1 Miles,1,2,0,0,Manual,M,M,High School,Pacific
1,35,10000,1-2 Miles,0,0,1,1,Manual,S,F,High School,Pacific
1,35,10000,2-5 Miles,1,0,1,1,Manual,S,F,High School,Pacific
1,32,10000,2-5 Miles,1,0,1,1,Manual,S,M,High School,Pacific
1,32,10000,1-2 Miles,0,0,1,1,Manual,M,F,High School,Pacific
1,32,20000,0-1 Miles,1,0,0,0,Clerical,S,M,Bachelors,Pacific
1,33,20000,0-1 Miles,1,0,0,0,Clerical,M,F,Bachelors,Pacific
1,33,20000,0-1 Miles,1,0,0,0,Clerical,S,M,Bachelors,Pacific
1,34,10000,2-5 Miles,1,0,1,1,Manual,S,F,High School,Pacific
1,34,10000,1-2 Miles,0,0,1,1,Manual,M,M,High School,Pacific
1,34,20000,0-1 Miles,0,0,0,0,Clerical,S,F,Bachelors,Pacific
1,34,20000,0-1 Miles,0,0,0,0,Manual,S,M,Partial College,Pacific
1,34,20000,0-1 Miles,0,0,0,0,Manual,M,M,Partial College,Pacific
1,68,40000,0-1 Miles,0,0,0,1,Clerical,S,M,Graduate Degree,Europe
1,45,20000,0-1 Miles,0,0,1,1,Manual,S,M,Partial College,Europe
1,44,30000,0-1 Miles,1,0,0,4,Clerical,M,M,Graduate Degree,Europe
1,50,30000,0-1 Miles,1,0,0,4,Clerical,S,M,Graduate Degree,Europe
1,39,30000,0-1 Miles,1,0,0,4,Clerical,M,F,Graduate Degree,Europe
1,50,30000,0-1 Miles,0,0,0,3,Clerical,M,M,Graduate Degree,Europe
0,45,10000,2-5 Miles,1,1,1,1,Manual,S,F,High School,Europe
0,51,10000,2-5 Miles,0,1,1,1,Manual,S,M,High School,Europe
0,51,10000,2-5 Miles,0,1,1,1,Manual,S,F,High School,Europe
0,51,10000,2-5 Miles,0,1,1,1,Manual,S,F,High School,Europe
1,51,20000,0-1 Miles,0,0,1,1,Manual,S,M,Partial College,Europe
1,45,20000,0-1 Miles,0,0,1,1,Manual,M,M,Partial College,Europe
1,51,30000,0-1 Miles,0,0,0,3,Clerical,M,F,Graduate Degree,Europe
0,52,10000,2-5 Miles,0,1,1,1,Manual,S,M,High School,Europe
1,52,20000,2-5 Miles,1,1,0,2,Manual,S,M,Partial College,Europe
1,53,20000,0-1 Miles,0,1,0,2,Manual,S,M,Partial College,Europe
1,51,30000,0-1 Miles,1,0,0,3,Clerical,M,M,Bachelors,Europe
1,51,30000,0-1 Miles,1,0,0,3,Clerical,M,F,Bachelors,Europe
1,51,30000,0-1 Miles,1,0,0,3,Clerical,M,F,Bachelors,Europe
1,52,30000,0-1 Miles,1,0,0,0,Clerical,S,F,Bachelors,Europe
1,47,30000,0-1 Miles,1,0,0,0,Clerical,S,F,Bachelors,Europe
1,52,40000,0-1 Miles,1,0,0,3,Clerical,M,F,Graduate Degree,Europe
1,52,40000,0-1 Miles,0,0,0,3,Clerical,S,F,Graduate Degree,Europe
0,41,10000,1-2 Miles,0,1,1,1,Manual,M,F,High School,Europe
0,41,10000,1-2 Miles,0,1,1,1,Manual,M,M,High School,Europe
0,41,10000,0-1 Miles,0,0,2,2,Manual,S,M,High School,Europe
1,36,10000,0-1 Miles,1,0,2,2,Manual,M,M,High School,Europe
1,36,20000,2-5 Miles,0,1,0,0,Manual,S,M,Partial College,Europe
1,35,20000,0-1 Miles,0,1,0,0,Manual,S,F,Partial College,Europe
1,35,20000,2-5 Miles,0,1,0,0,Manual,S,F,Partial College,Europe
1,68,40000,5-10 Miles,1,2,0,2,Management,M,M,Bachelors,Pacific
0,35,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,M,High School,North America
0,35,40000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,High School,North America
0,35,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,F,Partial College,North America
0,37,50000,5-10 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
0,32,50000,1-2 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
0,37,50000,5-10 Miles,0,1,0,0,Skilled Manual,S,M,Partial College,North America
1,32,60000,5-10 Miles,1,1,0,0,Skilled Manual,S,F,Partial College,North America
1,33,70000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,Partial College,North America
1,39,70000,5-10 Miles,1,2,0,0,Skilled Manual,S,M,Partial College,North America
1,39,70000,5-10 Miles,1,2,0,0,Skilled Manual,S,F,Partial College,North America
0,58,70000,2-5 Miles,1,1,3,4,Professional,M,F,Partial College,North America
0,53,70000,2-5 Miles,1,1,3,4,Professional,M,F,Partial College,North America
0,53,130000,5-10 Miles,0,4,3,2,Management,S,M,Bachelors,Europe
1,54,130000,5-10 Miles,0,2,4,2,Professional,S,M,Partial College,Europe
0,54,150000,0-1 Miles,0,4,3,2,Professional,S,M,High School,Europe
0,55,100000,5-10 Miles,1,4,3,2,Professional,S,M,High School,Europe
0,55,120000,5-10 Miles,0,4,4,3,Professional,M,M,Partial High School,Europe
1,55,160000,5-10 Miles,0,2,4,2,Professional,S,F,High School,Europe
0,55,170000,0-1 Miles,0,4,3,3,Professional,S,M,Partial College,Europe
0,56,110000,10+ Miles,1,4,4,3,Professional,S,M,Partial College,Europe
0,56,110000,10+ Miles,1,4,4,3,Professional,M,F,Partial College,Europe
0,45,110000,5-10 Miles,0,4,4,3,Professional,S,F,Partial College,Europe
0,57,80000,2-5 Miles,0,2,1,3,Professional,S,F,Partial College,Europe
0,61,70000,2-5 Miles,0,2,1,5,Professional,M,F,High School,Europe
0,66,60000,10+ Miles,1,3,1,3,Skilled Manual,M,M,Partial High School,Europe
0,66,60000,2-5 Miles,0,4,1,3,Skilled Manual,M,M,Partial High School,Europe
1,66,90000,2-5 Miles,0,2,0,5,Professional,S,F,Partial College,Europe
0,66,130000,5-10 Miles,0,4,4,4,Management,S,M,Bachelors,Europe
0,66,130000,5-10 Miles,0,4,4,4,Professional,M,M,Partial College,Europe
0,65,130000,5-10 Miles,0,4,4,4,Professional,S,M,Partial College,Europe
0,58,80000,2-5 Miles,1,2,2,4,Professional,M,F,Partial College,Europe
0,52,90000,2-5 Miles,0,1,2,4,Professional,S,M,High School,Europe
1,57,120000,5-10 Miles,0,2,5,2,Professional,S,F,Partial High School,Europe
1,57,120000,5-10 Miles,0,2,5,2,Professional,S,M,Partial High School,Europe
0,52,130000,0-1 Miles,0,1,5,4,Professional,S,F,High School,Europe
1,57,170000,10+ Miles,0,4,4,0,Professional,M,F,High School,Europe
0,58,110000,10+ Miles,0,2,5,2,Professional,S,F,Partial College,Europe
1,52,120000,10+ Miles,1,2,5,2,Management,M,M,Bachelors,Europe
1,58,170000,0-1 Miles,0,3,5,0,Management,S,M,Bachelors,Europe
0,59,80000,10+ Miles,1,2,1,4,Professional,M,M,Partial College,Europe
1,59,80000,2-5 Miles,0,2,1,4,Professional,S,M,Partial College,Europe
1,59,90000,2-5 Miles,0,2,1,4,Professional,M,M,High School,Europe
1,54,160000,0-1 Miles,1,2,5,4,Professional,M,F,Partial College,Europe
0,60,80000,2-5 Miles,0,3,1,4,Professional,S,F,High School,Europe
0,55,130000,10+ Miles,0,3,5,4,Professional,M,M,High School,Europe
1,60,130000,0-1 Miles,1,3,5,4,Professional,M,M,High School,Europe
0,60,130000,10+ Miles,0,3,5,4,Professional,S,F,High School,Europe
0,49,150000,10+ Miles,0,3,5,4,Management,S,M,Bachelors,Europe
0,55,110000,10+ Miles,0,2,5,4,Management,S,M,Partial College,Europe
0,61,110000,10+ Miles,1,2,5,4,Management,M,M,Partial College,Europe
0,62,70000,10+ Miles,1,3,1,5,Skilled Manual,M,M,Partial High School,Europe
0,62,80000,10+ Miles,1,3,1,5,Management,S,F,High School,Europe
0,56,120000,10+ Miles,1,3,5,4,Management,M,F,Partial College,Europe
0,62,150000,10+ Miles,0,4,5,3,Management,S,F,High School,Europe
1,57,160000,0-1 Miles,0,4,5,4,Management,S,F,High School,Europe
0,63,80000,10+ Miles,1,4,1,5,Management,S,F,High School,Europe
1,64,170000,10+ Miles,0,4,5,5,Professional,S,F,Partial High School,Europe
0,35,70000,10+ Miles,1,3,0,0,Professional,M,M,Bachelors,Pacific
1,35,80000,10+ Miles,1,2,0,0,Professional,M,M,Bachelors,Pacific
0,36,80000,10+ Miles,1,2,0,0,Professional,M,M,Bachelors,Pacific
0,37,80000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
0,38,90000,10+ Miles,1,3,0,0,Professional,M,M,Bachelors,Pacific
1,32,100000,10+ Miles,1,2,5,0,Management,M,M,High School,Pacific
1,38,160000,0-1 Miles,1,4,5,2,Management,S,M,High School,Pacific
0,39,90000,10+ Miles,1,3,0,0,Professional,S,M,Bachelors,Pacific
0,39,90000,10+ Miles,0,3,0,0,Professional,S,F,Bachelors,Pacific
1,39,100000,10+ Miles,0,3,5,0,Management,S,M,High School,Pacific
0,35,80000,10+ Miles,1,4,0,0,Professional,S,F,Bachelors,Pacific
0,40,80000,10+ Miles,1,4,0,0,Professional,M,M,Bachelors,Pacific
0,35,80000,10+ Miles,0,4,0,0,Professional,M,F,Bachelors,Pacific
0,35,80000,10+ Miles,0,4,0,0,Professional,S,F,Bachelors,Pacific
1,33,120000,10+ Miles,0,4,5,0,Professional,S,M,Partial High School,Pacific
1,40,100000,10+ Miles,0,3,5,0,Management,S,M,High School,Pacific
1,40,100000,10+ Miles,1,4,5,0,Management,S,F,High School,Pacific
1,41,100000,10+ Miles,0,4,5,0,Professional,S,F,Partial High School,Pacific
1,41,110000,10+ Miles,0,4,5,0,Management,S,M,High School,Pacific
1,41,110000,10+ Miles,0,4,5,0,Management,S,M,High School,Pacific
0,62,40000,5-10 Miles,1,2,0,4,Professional,M,M,High School,North America
0,63,30000,5-10 Miles,1,2,0,4,Professional,M,M,High School,North America
0,63,30000,5-10 Miles,1,2,0,4,Professional,S,F,High School,North America
0,63,30000,1-2 Miles,0,2,0,4,Professional,M,F,High School,North America
0,63,30000,5-10 Miles,1,2,0,4,Professional,S,M,High School,North America
0,64,30000,1-2 Miles,0,2,0,4,Professional,S,M,High School,North America
0,74,40000,5-10 Miles,1,2,0,4,Professional,M,F,High School,North America
0,74,40000,1-2 Miles,0,2,0,4,Professional,S,M,High School,North America
0,74,50000,5-10 Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,68,50000,1-2 Miles,0,2,0,3,Management,S,F,Graduate Degree,North America
0,74,50000,1-2 Miles,0,2,0,3,Management,S,M,Graduate Degree,North America
0,68,60000,1-2 Miles,0,2,0,3,Management,S,M,Graduate Degree,North America
0,73,60000,1-2 Miles,0,2,0,3,Management,S,F,Graduate Degree,North America
0,72,60000,10+ Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,72,60000,10+ Miles,1,2,0,3,Management,S,F,Graduate Degree,North America
0,72,60000,10+ Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,72,60000,10+ Miles,1,2,0,3,Management,M,F,Bachelors,North America
0,71,60000,10+ Miles,1,2,0,3,Management,M,F,Graduate Degree,North America
0,70,50000,1-2 Miles,0,2,0,3,Management,S,M,Bachelors,North America
0,70,50000,10+ Miles,1,2,0,3,Management,M,M,Bachelors,North America
0,70,60000,1-2 Miles,0,2,0,4,Management,S,F,Bachelors,North America
0,58,50000,1-2 Miles,0,2,0,4,Management,S,F,Bachelors,North America
0,69,50000,10+ Miles,1,2,0,4,Management,S,M,Bachelors,North America
0,68,60000,10+ Miles,1,2,0,4,Management,M,M,Bachelors,North America
0,62,60000,1-2 Miles,0,2,0,4,Management,S,M,Bachelors,North America
1,62,30000,10+ Miles,1,2,0,4,Professional,M,M,High School,North America
1,67,30000,10+ Miles,0,2,0,5,Clerical,S,F,Partial High School,North America
0,59,40000,1-2 Miles,0,2,0,4,Professional,M,M,High School,North America
0,66,20000,10+ Miles,0,4,0,5,Clerical,S,M,Partial High School,North America
1,66,30000,1-2 Miles,0,3,0,5,Clerical,S,M,Partial High School,North America
1,61,30000,10+ Miles,1,3,1,2,Skilled Manual,S,F,Partial High School,North America
0,65,40000,10+ Miles,1,3,0,5,Professional,M,F,High School,North America
0,60,40000,2-5 Miles,0,3,0,5,Professional,S,M,High School,North America
0,65,40000,2-5 Miles,0,3,0,5,Professional,S,F,High School,North America
1,65,40000,10+ Miles,1,3,0,5,Professional,S,M,High School,North America
0,65,40000,2-5 Miles,0,3,0,5,Professional,S,F,High School,North America
0,65,70000,2-5 Miles,0,3,0,5,Management,M,M,Bachelors,North America
0,64,40000,2-5 Miles,0,2,1,2,Professional,M,F,High School,North America
0,48,40000,2-5 Miles,0,2,1,2,Professional,M,F,High School,North America
0,64,40000,2-5 Miles,0,2,1,2,Professional,M,F,High School,North America
0,64,40000,10+ Miles,1,2,1,2,Professional,S,M,High School,North America
0,64,40000,10+ Miles,1,2,1,2,Professional,M,M,High School,North America
1,58,70000,2-5 Miles,0,1,1,2,Management,S,M,Bachelors,North America
1,64,70000,2-5 Miles,0,1,1,2,Management,S,F,Bachelors,North America
0,64,70000,10+ Miles,1,1,1,2,Management,M,F,Bachelors,North America
0,64,70000,10+ Miles,1,1,1,2,Management,S,M,Bachelors,North America
0,57,40000,10+ Miles,1,2,1,2,Professional,M,F,High School,North America
0,63,40000,10+ Miles,1,2,1,2,Professional,M,F,High School,North America
1,63,40000,2-5 Miles,0,2,1,2,Professional,S,M,High School,North America
0,63,70000,10+ Miles,1,2,1,2,Professional,M,M,Partial College,North America
1,63,70000,10+ Miles,1,2,1,2,Professional,M,M,Partial College,North America
1,57,60000,2-5 Miles,0,0,1,2,Management,S,M,Bachelors,North America
1,62,60000,2-5 Miles,0,2,1,2,Professional,M,M,Partial College,North America
1,62,60000,2-5 Miles,0,2,1,2,Professional,S,F,Partial College,North America
1,57,60000,2-5 Miles,0,0,1,2,Management,S,M,Bachelors,North America
0,62,60000,10+ Miles,1,0,1,2,Management,M,F,Bachelors,North America
1,62,60000,2-5 Miles,0,0,1,2,Management,S,M,Bachelors,North America
0,62,40000,10+ Miles,1,2,1,2,Skilled Manual,M,M,Partial High School,North America
0,61,40000,10+ Miles,1,2,1,2,Skilled Manual,M,F,Partial High School,North America
1,61,60000,2-5 Miles,0,2,1,2,Professional,S,M,Partial College,North America
0,55,70000,10+ Miles,1,1,2,4,Professional,M,M,Partial College,North America
0,61,70000,10+ Miles,1,1,2,4,Professional,S,M,Partial College,North America
0,61,80000,5-10 Miles,1,1,1,3,Management,M,M,Bachelors,North America
1,55,60000,2-5 Miles,0,2,1,2,Professional,S,M,High School,North America
0,49,60000,10+ Miles,1,2,1,2,Professional,M,M,High School,North America
0,60,60000,10+ Miles,1,2,1,2,Professional,M,M,Partial College,North America
0,60,70000,10+ Miles,1,1,2,4,Professional,M,F,Partial College,North America
0,53,70000,10+ Miles,1,2,1,2,Professional,S,F,High School,North America
0,59,70000,10+ Miles,1,2,1,2,Skilled Manual,M,M,Partial High School,North America
0,59,70000,10+ Miles,1,2,1,2,Skilled Manual,M,F,Partial High School,North America
0,59,70000,10+ Miles,1,2,1,2,Skilled Manual,S,F,Partial High School,North America
0,58,60000,10+ Miles,1,2,1,3,Skilled Manual,S,M,Partial High School,North America
0,40,60000,2-5 Miles,1,0,0,0,Professional,M,M,Graduate Degree,North America
1,40,70000,0-1 Miles,0,0,0,4,Professional,S,M,Graduate Degree,North America
1,45,70000,2-5 Miles,1,0,0,4,Professional,S,M,Graduate Degree,North America
1,45,70000,2-5 Miles,1,0,0,4,Professional,M,F,Graduate Degree,North America
1,39,70000,2-5 Miles,1,0,0,5,Professional,S,F,Graduate Degree,North America
1,45,70000,0-1 Miles,0,0,0,5,Professional,S,F,Graduate Degree,North America
1,37,80000,0-1 Miles,1,0,0,2,Professional,M,M,Graduate Degree,North America
1,36,80000,0-1 Miles,1,0,0,3,Professional,M,F,Graduate Degree,North America
1,42,80000,0-1 Miles,0,0,0,3,Professional,S,F,Graduate Degree,North America
1,39,80000,0-1 Miles,0,1,0,0,Management,S,M,Bachelors,North America
1,38,80000,1-2 Miles,1,1,0,0,Management,S,M,Bachelors,North America
1,32,80000,0-1 Miles,0,1,0,0,Management,M,M,Bachelors,North America
1,43,80000,0-1 Miles,0,1,0,0,Management,M,F,Bachelors,North America
0,44,100000,0-1 Miles,0,2,0,1,Management,S,F,Bachelors,North America
0,33,100000,0-1 Miles,0,2,0,1,Management,M,M,Bachelors,North America
0,39,110000,10+ Miles,0,1,1,0,Management,S,M,Graduate Degree,North America
1,44,110000,1-2 Miles,0,2,1,0,Management,S,M,Graduate Degree,North America
0,44,120000,1-2 Miles,1,3,0,0,Management,S,F,Bachelors,North America
1,42,80000,1-2 Miles,1,0,3,4,Management,S,M,Bachelors,North America
0,38,90000,1-2 Miles,1,2,4,4,Skilled Manual,M,F,Partial College,North America
0,43,90000,1-2 Miles,0,2,4,4,Skilled Manual,S,F,Partial College,North America
0,37,100000,1-2 Miles,1,3,0,3,Management,M,F,Bachelors,North America
0,43,100000,0-1 Miles,0,3,0,3,Management,S,M,Bachelors,North America
1,43,110000,1-2 Miles,1,3,1,2,Management,M,F,Graduate Degree,North America
0,43,110000,1-2 Miles,0,3,1,2,Management,S,M,Graduate Degree,North America
0,32,40000,5-10 Miles,1,2,0,0,Skilled Manual,M,M,High School,North America
0,32,40000,5-10 Miles,1,1,0,0,Skilled Manual,S,F,Partial College,North America
0,32,40000,1-2 Miles,0,1,0,0,Skilled Manual,S,F,Partial College,North America
1,32,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
0,32,40000,1-2 Miles,0,1,0,0,Skilled Manual,M,M,Partial College,North America
0,32,40000,5-10 Miles,1,1,0,0,Skilled Manual,M,M,Partial College,North America
1,67,20000,5-10 Miles,1,2,0,3,Skilled Manual,S,F,High School,Pacific
1,33,40000,1-2 Miles,0,2,0,0,Skilled Manual,S,F,High School,North America
0,33,30000,1-2 Miles,0,1,0,0,Skilled Manual,M,M,Partial College,North America
0,33,30000,5-10 Miles,1,1,0,0,Skilled Manual,M,F,Partial College,North America
0,33,30000,5-10 Miles,1,1,0,0,Skilled Manual,M,F,Partial College,North America
1,33,60000,5-10 Miles,1,2,0,0,Skilled Manual,M,F,Partial College,North America
1,33,60000,5-10 Miles,1,2,0,0,Skilled Manual,S,F,Partial College,North America
1,64,30000,1-2 Miles,0,2,0,2,Clerical,M,M,Partial College,Pacific
